Data_Type,c_l,c_l_err,gamma,gamma_err,y_0,y_0_err,pcov,x_min,x_max,chi_sq,dof,red_chi_sq,p_value
bare,3.256829230283037,6.633280397606854,5.096685304369717,27.34551138204836,1.1430169184369778,275.8256122088442,"[[44.000408833275344, 181.37590096094232], [181.37590096094232, 747.7769927457364]]",0.00610328746,0.03817623,3.0174217699407313,10,0.30174217699407313,0.9810110914347265
smeared,0.009976272176828518,501.61267825930383,-0.00013975768827858244,12.461303993044108,1.1544621604315837,0.10985421764007457,"[[251615.27899047188, -6250.748070553734], [-6250.748070553735, 155.28409720705704]]",0.00615127692,0.038356716000000006,3.8451377473383874,10,0.38451377473383874,0.9540627565972043
