Data_Type,c_l,c_l_err,c2_l,c2_l_err,gamma,gamma_err,y_0,y_0_err,pcov,x_min,x_max,chi_sq,dof,red_chi_sq,p_value
bare,0.9831979517881273,0.8055889693112519,400.0034167919903,1295.5972441215447,-2.003184219516247,2.7654379814190677,25553.046126695874,55946231879.45421,"[[0.6489735874759652, -437.24330719512295, -2.105576331435347], [-437.24330719512295, 1678572.2189753412, 355.8173756270135], [-2.105576331435347, 355.8173756270136, 7.647647229075167]]",0.00610328746,0.03817623,3.9299307851193133,9,0.43665897612436816,0.9159634327882029
smeared,1.0077968545719131,12.885525667035278,400.01020301299684,9537.94163941463,-2.09669453686383,45.47874650458864,25554.464607084752,197001301699.01294,"[[166.03677171582493, -70914.83879450582, -580.3943307114039], [-70914.83879450582, 90972330.71687943, 198926.75300501534], [-580.3943307114039, 198926.75300501534, 2068.3163836286335]]",0.00615127692,0.038356716000000006,2.8906822260669243,9,0.32118691400743604,0.9684716282037881
