Ensemble,Data_Type,y_0,y_0_err,c_l,c_l_err,c2_l,c2_l_err,chi_sq,dof,red_chi_sq,p_value
M_i,bare,1.2438265504894204,0.01876339217186286,-379.04550549765463,814.2963590756756,2.794016631668818,5.214971918801742,0.4427017004052545,2,0.22135085020262724,0.8014354471686996
M_i,smeared,-17.5088024028702,844578.6246303369,-2.1025597586924896,52301.869756459666,4.554750624788633,86664.42984021851,0.7062646715205148,2,0.3531323357602574,0.7024842234419757
M_ii,bare,0.2806787832944797,604087.5553506974,-2.087021636674184,732337.3891344552,1.3975473951947395,310986.4629698957,0.24584788843256,0,,
M_ii,smeared,-32.6625714680486,,-18.830803860000586,,6.211634145157333,,0.030242857227596804,0,,
M_iii,bare,1.2439401891420736,1.3923568745303898,-72.26965762966363,4551.227749581034,2.6806552196222153,134.0273228797257,0.021649700752300154,1,0.021649700752300154,0.8830228023606608
M_iii,smeared,1.249971192379558,0.042659238607687805,43.39575193721348,243.34538259070732,-1.2811348362661679,9.215984560524962,0.12566810256841554,1,0.12566810256841554,0.7229664735109113
