Data_Type,Branch,y_0_central,y_0_stat_err,y_0_sys_err_lamb,y_0_total_err,chi_sq,dof,red_chi_sq,p_value,y_0_up,y_0_down,L_prime_central,L_prime_up,L_prime_down
bare,negative,1.1683089288335067,0.005454971911147971,0.0034284205232146814,0.0064428864521589215,126.22653848568399,11,11.475139862334908,1.0081327261187787e-21,1.1717373493567214,1.164881526241051,-1.5429573765473787,-1.4770598694571118,-1.6088548836376457
bare,positive,1.3292211382602779,0.005454971886012897,0.0034291716943462003,0.006443286179155501,109.78667434892505,11,9.980606758993186,2.0207701202088724e-18,1.3326493238370238,1.3257919665659317,1.5429573765473787,1.6088548836376457,1.4770598694571118
smeared,negative,1.1277991742695626,0.013037895035767183,0.005568244247950549,0.014177166535260737,37.23018762028633,11,3.3845625109351207,0.0001054317363582804,1.133367418517513,1.1222335751596137,-1.5429573765473787,-1.4770598694571118,-1.6088548836376457
smeared,positive,1.3894139117332414,0.013037895005400887,0.005564939274745662,0.014175868767150188,45.22414967750519,11,4.111286334318653,4.430949938028843e-06,1.394976065674798,1.3838489724584957,1.5429573765473787,1.6088548836376457,1.4770598694571118
