Data_Type,Branch,y0_mean,y0_uncertainty,L2_mean,L2_uncertainty,row_count
bare,Branch_1,1.0963229889478143,0.01972584336337103,63.94028482504001,27.624673055915434,1
bare,Branch_2,1.0970332102720646,0.019541376054436732,63.36340153012899,29.105297206174367,1
bare,Branch_3,1.1926807408015418,0.020804358739302378,-79.11408751047632,29.137808187364556,1
bare,Branch_4,1.193483702868081,0.020232252137064144,-79.54608746871914,27.78787044498001,1
smeared,Branch_1,1.076966015764581,0.02556796534163522,54.13833971153642,14.31122155642282,1
smeared,Branch_2,1.077755854488834,0.025572072683515815,53.61436913010874,14.376568204330948,1
smeared,Branch_3,1.1725346369988146,0.02462099121334541,-88.62990789251987,13.380983189682022,1
smeared,Branch_4,1.1739271356485779,0.02561113524616119,-88.61338068658937,13.240500747489554,1
