linear_fit_y0,linear_fit_y0_err,linear_fit_slope,linear_fit_slope_err,cov_y0_y0,cov_y0_slope,cov_slope_y0,cov_slope_slope,chi2,dof,chi2_dof,p_value
0.02583401407992561,0.0023982032436360885,-0.01153370504715073,0.00532294341954783,5.751378797786656e-06,-1.1804169986782387e-05,-1.1804169986782387e-05,2.833372664770754e-05,0.029259972643076622,1,0.029259972643076622,0.8641801522196947
