Data_Type,y_0,y_0_err,c_l,c_l_err,c2_l,c2_l_err,gamma,gamma_err,pcov,x_min,x_max,chi_sq,dof,red_chi_sq,p_value
bare,57397.22340515791,35362066.024526834,31.58669651739849,1193.685171601712,599.9999999999993,184992.57994578863,-1094.0984477266393,123092.44465195856,"[[1250475713522995.0, 1779724004.4870129, 6541719777355.684, -3564961254266.134], [1779724004.4870129, 1424884.2889018084, 9287218.953533115, -89307633.48804784], [6541719777355.684, 9287218.953533115, 34222254634.999, -18648310429.393536], [-3564961254266.134, -89307633.48804784, -18648310429.39354, 15151749930.395481]]",0.00610328746,0.03817623,35.339887532494515,8,4.417485941561814,2.3183171819312225e-05
smeared,57369.59227667104,1157455.4755926665,19.685006553537963,13.417165561971487,599.9999174289271,6056.845329191657,-483.2291473160156,1036.5035377514093,"[[1339703177979.4458, -8732587.054469176, 7010528784.334901, -1066194158.1284467], [-8732587.054469176, 180.02033171735363, -45699.48756476272, 1677.426870913683], [7010528784.334902, -45699.48756476272, 36685375.341750786, -5579166.091019225], [-1066194158.1284467, 1677.4268709136838, -5579166.091019225, 1074339.583771187]]",0.00615127692,0.038356716000000006,5.996033234106246,8,0.7495041542632808,0.6476762493857777
