Model,Data_Type,y_0,y_0_err,a,a_err,b,b_err,cov_matrix,chi_sq,dof,red_chi_sq,p_value
Poly0,bare,1.2487605242525484,0.0054517170020019325,,,,,[[2.9721218269916937e-05]],3.969292236013302,11,0.360844748728482,0.9708066906494999
Poly1,bare,1.2509832790744426,0.01774158961415765,-0.11935598697332783,2.3569905600081067,-2.5613175275369744,56.668297268738215,"[[0.0003147640020371866, -0.038877850738689525, 0.8563575026571933], [-0.03887785073868953, 5.555404499967329, -129.50474017678033], [0.8563575026571935, -129.50474017678033, 3211.295915338083]]",3.818271472870849,9,0.4242523858745388,0.9229610114724703
Poly2,bare,1.2501479641354865,0.0065336511580444305,,,-5.343552249637673,13.868917196276566,"[[4.268859745501533e-05, -0.0499423137420634], [-0.0499423137420634, 192.34686419717588]]",3.820842429720472,10,0.3820842429720472,0.9550673473393754
Poly0,smeared,1.2586264016852269,0.013017420346538947,,,,,[[0.00016945323247848613]],1.56031108564957,11,0.1418464623317791,0.9995392348259564
Poly1,smeared,1.2503057691626396,0.046839757543908574,0.5509979754657223,5.68434595135715,-5.380774174147937,125.75753384701589,"[[0.00219396288677214, -0.24382100032454984, 5.019753585266729], [-0.24382100032455, 32.31178889471042, -704.1916749910615], [5.0197535852667325, -704.1916749910615, 15814.957319283349]]",1.457072114909239,9,0.1618969016565821,0.9974528776054964
Poly2,smeared,1.254463533182025,0.018818020956697528,,,6.627476886553593,21.634519524566706,"[[0.00035411791272670735, -0.29399447729910694], [-0.29399447729910694, 468.05243505885807]]",1.466468012640549,10,0.14664680126405488,0.9990359963352909
